Year,Name,Event,Round,Scores
2016,M. Fanning,Rip Curl Pro Bells Beach,Round 3,"['1.90', '8.17', '8.43', '2.83', '7.40', '6.87', '0.27', '7.23']"
2016,D. Payne,Rip Curl Pro Bells Beach,Round 3,"['2.00', '0.50', '6.67', '1.97', '0.30', '1.07', '4.90', '\xa0']"
2016,J. Smith,Rip Curl Pro Bells Beach,Round 3,"['1.77', '3.00', '8.73', '6.60', '2.27', '0.37', '\xa0']"
2016,K. Otton,Rip Curl Pro Bells Beach,Round 3,"['0.23', '3.83', '7.33', '4.50', '0.23', '0.30', '5.93']"
2016,C. Coffin,Rip Curl Pro Bells Beach,Round 3,"['8.10', '3.83', '8.17', '\xa0', '\xa0']"
2016,J. Parkinson,Rip Curl Pro Bells Beach,Round 3,"['6.17', '7.23', '7.33', '0.73', '6.47']"
2016,M. Bourez,Rip Curl Pro Bells Beach,Round 3,"['4.50', '0.50', '0.33', '8.00', '6.83', '\xa0', '\xa0']"
2016,K. Slater,Rip Curl Pro Bells Beach,Round 3,"['1.57', '5.33', '0.23', '1.90', '0.37', '8.37', '1.37']"
2016,C. Ibelli,Rip Curl Pro Bells Beach,Round 3,"['5.17', '0.50', '0.63', '5.57', '7.67', '4.50', '7.87']"
2016,J. Florence,Rip Curl Pro Bells Beach,Round 3,"['7.67', '0.27', '5.33', '7.83', '5.27', '\xa0', '\xa0']"
2016,D. Cathels,Rip Curl Pro Bells Beach,Round 3,"['2.33', '6.17', '6.83', '0.20', '3.00', '8.57', '0.20', '\xa0']"
2016,G. Medina,Rip Curl Pro Bells Beach,Round 3,"['4.33', '5.60', '0.30', '2.33', '2.37', '0.73', '6.47', '0.60']"
2016,I. Ferreira,Rip Curl Pro Bells Beach,Round 4,"['6.50', '0.50', '5.07', '7.50']"
2016,N. Young,Rip Curl Pro Bells Beach,Round 4,"['1.00', '4.60', '6.33', '\xa0']"
2016,J. Wilson,Rip Curl Pro Bells Beach,Round 4,"['4.93', '3.67', '\xa0', '\xa0']"
2016,W. Dantas,Rip Curl Pro Bells Beach,Round 4,"['7.17', '5.00', '8.20', '\xa0', '\xa0', '\xa0']"
2016,M. Wilkinson,Rip Curl Pro Bells Beach,Round 4,"['6.00', '2.27', '1.77', '6.20', '2.87', '2.43']"
2016,M. Ho,Rip Curl Pro Bells Beach,Round 4,"['1.50', '8.70', '1.87', '2.23', '\xa0', '\xa0']"
2016,C. Coffin,Rip Curl Pro Bells Beach,Round 4,"['7.73', '9.13', '1.00', '6.83', '\xa0']"
2016,M. Fanning,Rip Curl Pro Bells Beach,Round 4,"['6.87', '0.63', '5.10', '8.57', '\xa0']"
2016,J. Smith,Rip Curl Pro Bells Beach,Round 4,"['6.33', '4.23', '6.23', '7.43', '7.87']"
2016,M. Bourez,Rip Curl Pro Bells Beach,Round 4,"['4.83', '8.53', '0.83', '3.43']"
2016,C. Ibelli,Rip Curl Pro Bells Beach,Round 4,"['8.00', '\xa0', '\xa0', '\xa0']"
2016,D. Cathels,Rip Curl Pro Bells Beach,Round 4,"['6.00', '0.43', '\xa0', '\xa0']"
2016,N. Young,Rip Curl Pro Bells Beach,Round 5,"['4.50', '7.83', '7.57', '9.00', '0.87', '0.97']"
2016,M. Ho,Rip Curl Pro Bells Beach,Round 5,"['5.17', '1.00', '6.50', '2.50', '\xa0', '\xa0']"
2016,M. Wilkinson,Rip Curl Pro Bells Beach,Round 5,"['2.50', '7.00', '5.67', '9.57']"
2016,J. Wilson,Rip Curl Pro Bells Beach,Round 5,"['7.67', '0.50', '2.00', '8.90']"
2016,M. Fanning,Rip Curl Pro Bells Beach,Round 5,"['5.83', '6.83', '7.67', '0.67', '5.67']"
2016,D. Cathels,Rip Curl Pro Bells Beach,Round 5,"['0.40', '2.83', '1.83', '3.50', '\xa0']"
2016,J. Smith,Rip Curl Pro Bells Beach,Round 5,"['7.00', '8.43', '0.77', '8.37', '2.00']"
2016,C. Ibelli,Rip Curl Pro Bells Beach,Round 5,"['5.67', '8.50', '1.00', '7.43', '7.83']"
2016,I. Ferreira,Rip Curl Pro Bells Beach,Quarterfinals,"['5.83', '6.67', '6.90', '0.43', '8.40', '3.73', '6.23']"
2016,N. Young,Rip Curl Pro Bells Beach,Quarterfinals,"['0.50', '2.83', '4.00', '0.50', '8.33', '0.67', '\xa0']"
2016,M. Wilkinson,Rip Curl Pro Bells Beach,Quarterfinals,"['0.93', '0.37', '5.33', '2.67', '0.37', '2.77', '2.87', '5.83', '7.43']"
2016,W. Dantas,Rip Curl Pro Bells Beach,Quarterfinals,"['4.17', '0.33', '6.83', '5.17', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,M. Fanning,Rip Curl Pro Bells Beach,Quarterfinals,"['9.40', '7.50', '4.17', '0.20', '0.10', '3.00']"
2016,C. Coffin,Rip Curl Pro Bells Beach,Quarterfinals,"['7.77', '1.40', '0.93', '7.87', '1.53', '8.30']"
2016,J. Smith,Rip Curl Pro Bells Beach,Quarterfinals,"['9.27', '8.50', '3.17', '2.97', '\xa0']"
2016,M. Bourez,Rip Curl Pro Bells Beach,Quarterfinals,"['0.73', '0.77', '8.23', '9.03', '4.83']"
2016,M. Wilkinson,Rip Curl Pro Bells Beach,Semifinals,"['8.00', '2.50', '9.27', '4.27', '2.20']"
2016,I. Ferreira,Rip Curl Pro Bells Beach,Semifinals,"['5.17', '7.23', '4.60', '4.77', '\xa0']"
2016,J. Smith,Rip Curl Pro Bells Beach,Semifinals,"['1.67', '6.83', '0.77', '8.17', '2.00', '9.00', '8.17']"
2016,M. Fanning,Rip Curl Pro Bells Beach,Semifinals,"['5.17', '7.83', '5.67', '6.07', '5.77', '\xa0', '\xa0']"
2016,M. Wilkinson,Rip Curl Pro Bells Beach,Finals,"['0.83', '0.50', '9.20', '8.17', '3.23', '4.43', '\xa0']"
2016,J. Smith,Rip Curl Pro Bells Beach,Finals,"['5.67', '0.30', '7.33', '6.83', '0.80', '3.43', '5.17']"
2016,T. Burrow,Drug Aware Margaret River Pro,Round 1,"['2.50', '8.67', '3.67', '5.10', '2.07', '0.67', '3.33', '7.67']"
2016,J. Flores,Drug Aware Margaret River Pro,Round 1,"['6.50', '7.67', '8.43', '1.00', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. Ribeiro,Drug Aware Margaret River Pro,Round 1,"['0.50', '2.23', '3.20', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Wilson,Drug Aware Margaret River Pro,Round 1,"['4.50', '5.73', '9.10', '8.00', '0.43', '7.60', '4.90', '\xa0']"
2016,A. Melling,Drug Aware Margaret River Pro,Round 1,"['7.27', '5.50', '7.07', '8.20', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Otton,Drug Aware Margaret River Pro,Round 1,"['6.83', '4.93', '1.50', '5.23', '3.33', '0.77', '1.00', '1.20']"
2016,M. Wilkinson,Drug Aware Margaret River Pro,Round 1,"['2.83', '7.17', '2.93', '5.50', '5.20']"
2016,S. Kennedy,Drug Aware Margaret River Pro,Round 1,"['4.17', '5.00', '\xa0', '\xa0', '\xa0']"
2016,D. Payne,Drug Aware Margaret River Pro,Round 1,"['0.67', '6.93', '0.50', '\xa0', '\xa0']"
2016,I. Ferreira,Drug Aware Margaret River Pro,Round 1,"['3.60', '0.80', '6.67', '6.40', '1.93', '8.03', '7.73']"
2016,K. Igarashi,Drug Aware Margaret River Pro,Round 1,"['6.67', '0.50', '5.23', '7.87', '0.50', '3.50', '0.70']"
2016,J. Robinson,Drug Aware Margaret River Pro,Round 1,"['3.70', '6.00', '1.00', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,G. Medina,Drug Aware Margaret River Pro,Round 1,"['8.60', '0.57', '5.80', '8.10']"
2016,L. Fioravanti,Drug Aware Margaret River Pro,Round 1,"['0.50', '5.90', '6.37', '\xa0']"
2016,D. Cathels,Drug Aware Margaret River Pro,Round 1,"['4.83', '5.33', '0.63', '0.90']"
2016,A. de Souza,Drug Aware Margaret River Pro,Round 1,"['4.67', '0.50', '6.67', '6.43', '5.53', '3.93', '0.90', '5.10']"
2016,J. Willcox,Drug Aware Margaret River Pro,Round 1,"['5.67', '3.77', '2.33', '6.73', '4.33', '2.73', '0.43', '2.03']"
2016,K. Asing,Drug Aware Margaret River Pro,Round 1,"['3.33', '4.67', '2.70', '3.20', '2.67', '5.97', '\xa0', '\xa0']"
2016,M. Bourez,Drug Aware Margaret River Pro,Round 1,"['3.83', '6.67', '2.60', '7.50', '\xa0', '\xa0']"
2016,J. Smith,Drug Aware Margaret River Pro,Round 1,"['0.67', '8.07', '1.60', '5.97', '0.43', '2.10']"
2016,A. Muniz,Drug Aware Margaret River Pro,Round 1,"['5.33', '6.60', '6.53', '5.43', '3.47', '1.67']"
2016,N. Young,Drug Aware Margaret River Pro,Round 1,"['5.17', '4.17', '0.37', '7.33', '8.60', '0.37', '0.23', '6.47', '\xa0', '\xa0', '\xa0']"
2016,M. Banting,Drug Aware Margaret River Pro,Round 1,"['5.00', '2.33', '0.50', '5.30', '2.10', '2.07', '8.93', '6.60', '2.23', '0.50', '2.43']"
2016,C. Ibelli,Drug Aware Margaret River Pro,Round 1,"['5.83', '0.50', '3.50', '6.50', '8.10', '0.83', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Parkinson,Drug Aware Margaret River Pro,Round 1,"['5.67', '2.00', '7.17', '\xa0']"
2016,C. Coffin,Drug Aware Margaret River Pro,Round 1,"['4.33', '6.33', '3.90', '4.93']"
2016,R. Callinan,Drug Aware Margaret River Pro,Round 1,"['2.93', '4.07', '6.43', '0.50']"
2016,K. Andino,Drug Aware Margaret River Pro,Round 1,"['6.33', '8.33', '7.37', '\xa0']"
2016,K. Slater,Drug Aware Margaret River Pro,Round 1,"['1.50', '6.83', '5.33', '\xa0']"
2016,M. Pupo,Drug Aware Margaret River Pro,Round 1,"['0.50', '1.93', '3.17', '0.73']"
2016,J. Kerr,Drug Aware Margaret River Pro,Round 1,"['5.83', '5.33', '1.07', '7.00', '1.70', '7.93', '0.70', '0.83']"
2016,W. Dantas,Drug Aware Margaret River Pro,Round 1,"['0.43', '2.83', '7.50', '0.30', '5.37', '7.00', '4.50', '5.40']"
2016,J. Davies,Drug Aware Margaret River Pro,Round 1,"['0.20', '4.50', '3.07', '2.90', '5.00', '\xa0', '\xa0', '\xa0']"
2016,J. Florence,Drug Aware Margaret River Pro,Round 1,"['8.83', '9.00', '9.87', '4.07', '1.93', '\xa0']"
2016,A. Buchan,Drug Aware Margaret River Pro,Round 1,"['6.67', '7.17', '8.10', '3.00', '6.23', '0.50']"
2016,S. Zietz,Drug Aware Margaret River Pro,Round 1,"['9.77', '3.43', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Flores,Drug Aware Margaret River Pro,Round 2,"['7.23', '5.33', '5.77', '7.57', '0.43']"
2016,J. Davies,Drug Aware Margaret River Pro,Round 2,"['7.17', '7.43', '6.60', '0.20', '2.77']"
2016,J. Smith,Drug Aware Margaret River Pro,Round 2,"['1.00', '6.90', '7.67', '1.77', '5.27', '8.27', '\xa0', '\xa0']"
2016,J. Willcox,Drug Aware Margaret River Pro,Round 2,"['6.33', '0.50', '5.00', '0.87', '6.93', '6.80', '0.50', '0.67']"
2016,L. Fioravanti,Drug Aware Margaret River Pro,Round 2,"['7.93', '3.17', '8.67', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Slater,Drug Aware Margaret River Pro,Round 2,"['6.00', '5.17', '0.80', '6.60', '5.77', '2.50', '3.77', '6.83']"
2016,W. Dantas,Drug Aware Margaret River Pro,Round 2,"['7.50', '3.50', '8.23', '9.63', '8.43', '1.07']"
2016,J. Robinson,Drug Aware Margaret River Pro,Round 2,"['6.10', '1.70', '6.50', '1.00', '7.87', '\xa0']"
2016,A. Buchan,Drug Aware Margaret River Pro,Round 2,"['8.83', '9.17', '5.83', '3.67', '7.67', '\xa0']"
2016,D. Payne,Drug Aware Margaret River Pro,Round 2,"['3.00', '8.73', '2.63', '9.20', '0.60', '2.50']"
2016,A. Melling,Drug Aware Margaret River Pro,Round 2,"['0.80', '5.00', '5.67', '6.13', '0.83', '6.77', '7.07']"
2016,C. Coffin,Drug Aware Margaret River Pro,Round 2,"['1.00', '4.00', '5.93', '6.50', '4.33', '6.13', '\xa0']"
2016,C. Ibelli,Drug Aware Margaret River Pro,Round 2,"['0.50', '5.50', '7.17', '3.00', '6.67', '4.50', '7.57']"
2016,A. Ribeiro,Drug Aware Margaret River Pro,Round 2,"['6.90', '5.93', '5.77', '0.43', '3.07', '\xa0', '\xa0']"
2016,A. Muniz,Drug Aware Margaret River Pro,Round 2,"['4.10', '7.33', '4.90', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Otton,Drug Aware Margaret River Pro,Round 2,"['5.00', '0.67', '2.23', '3.07', '4.37', '5.57', '0.43', '1.63']"
2016,M. Banting,Drug Aware Margaret River Pro,Round 2,"['3.33', '5.67', '0.83', '7.57', '7.33', '1.77', '3.70', '1.97']"
2016,S. Kennedy,Drug Aware Margaret River Pro,Round 2,"['6.17', '1.23', '0.80', '5.13', '6.53', '3.30', '6.77', '3.23']"
2016,K. Igarashi,Drug Aware Margaret River Pro,Round 2,"['8.50', '1.00', '0.73', '4.53', '0.43', '0.70', '5.73', '1.07', '2.43']"
2016,R. Callinan,Drug Aware Margaret River Pro,Round 2,"['4.83', '5.40', '2.73', '7.17', '4.87', '0.43', '6.47', '\xa0', '\xa0']"
2016,M. Pupo,Drug Aware Margaret River Pro,Round 2,"['5.67', '6.33', '5.50', '8.17', '2.07', '0.50', '\xa0']"
2016,D. Cathels,Drug Aware Margaret River Pro,Round 2,"['5.00', '5.23', '2.73', '6.50', '6.50', '6.83', '1.97']"
2016,S. Zietz,Drug Aware Margaret River Pro,Round 2,"['0.83', '8.00', '2.93', '5.73', '0.50', '7.40', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Asing,Drug Aware Margaret River Pro,Round 2,"['4.33', '5.67', '0.73', '3.77', '0.23', '0.53', '0.87', '7.33', '1.93', '4.83']"
2016,M. Wilkinson,Drug Aware Margaret River Pro,Round 3,"['0.20', '5.67', '6.33', '4.57', '4.83', '\xa0']"
2016,M. Banting,Drug Aware Margaret River Pro,Round 3,"['3.67', '3.30', '4.50', '2.00', '4.77', '0.90']"
2016,J. Parkinson,Drug Aware Margaret River Pro,Round 3,"['7.67', '5.33', '3.43', '8.40', '5.80', '9.00']"
2016,M. Bourez,Drug Aware Margaret River Pro,Round 3,"['0.50', '1.10', '5.50', '3.57', '6.10', '1.00']"
2016,J. Wilson,Drug Aware Margaret River Pro,Round 3,"['3.33', '5.27', '5.73', '6.43', '6.37', '8.57', '0.50', '8.33', '5.07']"
2016,M. Pupo,Drug Aware Margaret River Pro,Round 3,"['4.93', '0.50', '4.77', '2.00', '1.43', '1.00', '4.87', '4.43', '\xa0']"
2016,N. Young,Drug Aware Margaret River Pro,Round 3,"['6.50', '7.00', '6.93', '9.00', '0.50', '7.40', '9.10', '0.43', '1.43']"
2016,T. Burrow,Drug Aware Margaret River Pro,Round 3,"['0.83', '6.27', '8.50', '1.83', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. Buchan,Drug Aware Margaret River Pro,Round 3,"['5.00', '6.83', '8.00', '6.20', '5.97', '7.50', '1.07', '\xa0', '\xa0']"
2016,J. Kerr,Drug Aware Margaret River Pro,Round 3,"['0.37', '0.57', '4.00', '5.83', '7.07', '1.90', '0.73', '0.60', '0.20']"
2016,L. Fioravanti,Drug Aware Margaret River Pro,Round 3,"['7.77', '5.43', '7.33', '7.83', '\xa0', '\xa0']"
2016,A. de Souza,Drug Aware Margaret River Pro,Round 3,"['6.83', '0.17', '2.27', '2.57', '8.67', '3.17']"
2016,G. Medina,Drug Aware Margaret River Pro,Round 3,"['2.00', '5.50', '7.50', '0.43', '0.50', '7.17', '1.00']"
2016,A. Melling,Drug Aware Margaret River Pro,Round 3,"['0.37', '8.67', '3.83', '4.43', '\xa0', '\xa0', '\xa0']"
2016,K. Andino,Drug Aware Margaret River Pro,Round 3,"['2.50', '4.33', '0.63', '1.97', '9.83', '4.90', '6.27', '0.50']"
2016,W. Dantas,Drug Aware Margaret River Pro,Round 3,"['4.00', '2.57', '0.93', '6.50', '0.50', '4.70', '0.37', '4.30']"
2016,J. Smith,Drug Aware Margaret River Pro,Round 3,"['9.17', '7.17', '1.00', '3.00', '9.37', '6.27', '7.80', '\xa0']"
2016,K. Igarashi,Drug Aware Margaret River Pro,Round 3,"['1.93', '1.00', '6.33', '4.33', '7.83', '6.17', '4.83', '0.50']"
2016,S. Zietz,Drug Aware Margaret River Pro,Round 3,"['0.20', '0.93', '9.80', '3.93', '7.93']"
2016,J. Flores,Drug Aware Margaret River Pro,Round 3,"['6.67', '7.67', '0.50', '8.53', '7.10']"
2016,C. Ibelli,Drug Aware Margaret River Pro,Round 3,"['3.67', '5.57', '3.67', '7.77', '6.97', '8.50', '\xa0', '\xa0', '\xa0']"
2016,J. Florence,Drug Aware Margaret River Pro,Round 3,"['1.57', '5.00', '7.57', '0.27', '6.90', '5.40', '7.97', '7.23', '0.83']"
2016,I. Ferreira,Drug Aware Margaret River Pro,Round 3,"['0.50', '3.60', '5.10', '1.07', '0.50', '7.33', '3.17', '0.77']"
2016,A. Muniz,Drug Aware Margaret River Pro,Round 3,"['2.83', '5.33', '1.67', '2.90', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Parkinson,Drug Aware Margaret River Pro,Round 4,"['4.67', '1.83', '7.10', '3.90', '3.50', '6.00']"
2016,M. Wilkinson,Drug Aware Margaret River Pro,Round 4,"['0.77', '0.43', '2.60', '5.50', '7.43', '\xa0']"
2016,J. Wilson,Drug Aware Margaret River Pro,Round 4,"['6.50', '5.93', '0.83', '1.13', '0.37', '3.00']"
2016,L. Fioravanti,Drug Aware Margaret River Pro,Round 4,"['0.43', '4.00', '5.27', '6.70', '1.00', '\xa0', '\xa0']"
2016,A. Buchan,Drug Aware Margaret River Pro,Round 4,"['7.00', '0.77', '4.33', '4.87', '\xa0', '\xa0', '\xa0']"
2016,N. Young,Drug Aware Margaret River Pro,Round 4,"['0.50', '5.83', '0.23', '2.43', '0.73', '3.43', '5.77']"
2016,K. Andino,Drug Aware Margaret River Pro,Round 4,"['6.67', '0.57', '6.10', '7.33', '2.80', '0.63', '0.93', '6.87', '4.90', '0.93']"
2016,G. Medina,Drug Aware Margaret River Pro,Round 4,"['0.93', '0.37', '4.00', '8.00', '0.83', '0.67', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Smith,Drug Aware Margaret River Pro,Round 4,"['7.60', '1.07', '0.50', '4.40', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,S. Zietz,Drug Aware Margaret River Pro,Round 4,"['5.50', '8.67', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,C. Ibelli,Drug Aware Margaret River Pro,Round 4,"['4.50', '7.67', '4.77', '0.83', '4.90', '0.93']"
2016,I. Ferreira,Drug Aware Margaret River Pro,Round 4,"['1.00', '5.73', '6.83', '1.00', '2.07', '\xa0']"
2016,N. Young,Drug Aware Margaret River Pro,Round 5,"['2.67', '7.60', '6.00', '5.80', '8.77']"
2016,M. Wilkinson,Drug Aware Margaret River Pro,Round 5,"['0.77', '5.83', '3.00', '\xa0', '\xa0']"
2016,J. Wilson,Drug Aware Margaret River Pro,Round 5,"['6.00', '5.73', '6.17', '8.00', '3.17']"
2016,A. Buchan,Drug Aware Margaret River Pro,Round 5,"['1.50', '5.33', '2.83', '4.93', '2.10']"
2016,I. Ferreira,Drug Aware Margaret River Pro,Round 5,"['5.50', '3.50', '3.10', '8.33', '6.07', '7.60']"
2016,G. Medina,Drug Aware Margaret River Pro,Round 5,"['5.17', '3.90', '0.93', '6.67', '5.20', '6.50']"
2016,C. Ibelli,Drug Aware Margaret River Pro,Round 5,"['5.33', '6.10', '0.80', '6.93', '\xa0']"
2016,J. Smith,Drug Aware Margaret River Pro,Round 5,"['1.00', '4.83', '6.00', '1.00', '0.13']"
2016,J. Parkinson,Drug Aware Margaret River Pro,Quarterfinals,"['5.17', '8.00', '7.83', '\xa0', '\xa0']"
2016,N. Young,Drug Aware Margaret River Pro,Quarterfinals,"['0.60', '6.67', '2.00', '7.57', '5.27']"
2016,J. Wilson,Drug Aware Margaret River Pro,Quarterfinals,"['5.00', '0.23', '8.67', '7.20', '9.50', '8.10', '8.13', '6.77']"
2016,L. Fioravanti,Drug Aware Margaret River Pro,Quarterfinals,"['7.60', '1.17', '2.93', '5.50', '3.83', '\xa0', '\xa0', '\xa0']"
2016,I. Ferreira,Drug Aware Margaret River Pro,Quarterfinals,"['2.83', '3.67', '8.83', '2.63', '4.83', '9.13']"
2016,K. Andino,Drug Aware Margaret River Pro,Quarterfinals,"['0.50', '2.50', '5.67', '6.83', '\xa0', '\xa0']"
2016,S. Zietz,Drug Aware Margaret River Pro,Quarterfinals,"['1.00', '2.83', '7.00', '0.43', '4.50', '5.50', '4.83']"
2016,C. Ibelli,Drug Aware Margaret River Pro,Quarterfinals,"['3.50', '0.77', '0.57', '1.50', '6.43', '1.13', '\xa0']"
2016,J. Wilson,Drug Aware Margaret River Pro,Semifinals,"['7.67', '4.50', '0.20', '6.97', '0.50', '0.57', '8.93', '0.93']"
2016,J. Parkinson,Drug Aware Margaret River Pro,Semifinals,"['6.67', '7.27', '8.23', '6.23', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,S. Zietz,Drug Aware Margaret River Pro,Semifinals,"['7.17', '6.33', '3.17', '9.10', '1.00', '\xa0']"
2016,I. Ferreira,Drug Aware Margaret River Pro,Semifinals,"['5.00', '5.67', '6.77', '4.30', '6.40', '4.17']"
2016,S. Zietz,Drug Aware Margaret River Pro,Finals,"['1.17', '9.10', '4.40', '0.57', '8.30', '0.37', '2.47', '4.93']"
2016,J. Wilson,Drug Aware Margaret River Pro,Finals,"['8.67', '7.67', '6.43', '1.63', '8.00', '\xa0', '\xa0', '\xa0']"
2016,F. Toledo,Oi Rio Pro,Round 1,"['1.67', '4.67', '0.63', '5.57', '8.00', '1.07', '0.77', '5.77', '0.37']"
2016,K. Igarashi,Oi Rio Pro,Round 1,"['0.30', '2.07', '5.50', '1.80', '6.10', '0.20', '2.17', '0.70', '\xa0']"
2016,D. Payne,Oi Rio Pro,Round 1,"['0.50', '3.00', '1.00', '5.17', '2.70', '0.50', '6.13', '0.20', '0.90']"
2016,L. Fioravanti,Oi Rio Pro,Round 1,"['3.27', '0.50', '3.87', '7.60', '0.63', '2.50', '4.23', '0.27', '6.70']"
2016,S. Kennedy,Oi Rio Pro,Round 1,"['0.30', '3.17', '5.83', '0.33', '5.10', '0.23', '7.10', '1.00', '\xa0']"
2016,G. Medina,Oi Rio Pro,Round 1,"['2.83', '0.47', '2.37', '5.33', '2.90', '0.37', '0.40', '0.63', '6.47']"
2016,D. Cathels,Oi Rio Pro,Round 1,"['2.33', '6.17', '5.83', '3.00', '0.27', '0.47', '5.50']"
2016,J. Wilson,Oi Rio Pro,Round 1,"['0.50', '0.93', '0.57', '4.17', '5.07', '0.77', '0.73']"
2016,D. Silva,Oi Rio Pro,Round 1,"['3.33', '1.83', '0.67', '3.17', '4.10', '\xa0', '\xa0']"
2016,I. Ferreira,Oi Rio Pro,Round 1,"['9.00', '7.50', '1.67', '7.00', '5.33', '3.10', '\xa0', '\xa0', '\xa0']"
2016,M. Pupo,Oi Rio Pro,Round 1,"['2.00', '2.43', '0.83', '0.27', '8.43', '1.63', '1.00', '0.30', '0.70']"
2016,B. Lopes,Oi Rio Pro,Round 1,"['0.43', '3.83', '0.23', '0.87', '0.70', '4.83', '\xa0', '\xa0', '\xa0']"
2016,M. Fernandez,Oi Rio Pro,Round 1,"['2.60', '0.50', '6.50', '4.50', '0.50', '6.00', '6.93', '5.33']"
2016,J. Andre,Oi Rio Pro,Round 1,"['5.50', '0.97', '0.17', '1.30', '6.07', '0.67', '\xa0', '\xa0']"
2016,M. Wilkinson,Oi Rio Pro,Round 1,"['2.83', '3.17', '4.60', '3.77', '4.13', '3.87', '2.43', '\xa0']"
2016,L. Silveira,Oi Rio Pro,Round 1,"['2.17', '6.50', '0.50', '3.50', '7.17', '0.83', '8.67', '\xa0', '\xa0']"
2016,A. de Souza,Oi Rio Pro,Round 1,"['4.67', '0.60', '5.33', '7.53', '1.17', '6.27', '0.93', '1.70', '6.27']"
2016,K. Asing,Oi Rio Pro,Round 1,"['7.67', '5.17', '1.00', '0.20', '2.53', '6.07', '\xa0', '\xa0', '\xa0']"
2016,N. Young,Oi Rio Pro,Round 1,"['2.83', '3.13', '5.57', '5.47', '5.83', '8.27', '4.73', '6.77']"
2016,M. Bourez,Oi Rio Pro,Round 1,"['1.67', '3.50', '0.97', '5.87', '1.30', '\xa0', '\xa0', '\xa0']"
2016,A. Ribeiro,Oi Rio Pro,Round 1,"['4.83', '1.00', '0.50', '0.87', '0.97', '0.47', '0.73', '\xa0']"
2016,J. Smith,Oi Rio Pro,Round 1,"['4.67', '4.50', '6.00', '2.67', '5.50', '6.37', '0.50', '3.43', '1.00', '\xa0', '\xa0']"
2016,C. Coffin,Oi Rio Pro,Round 1,"['3.50', '2.97', '6.50', '4.33', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Freestone,Oi Rio Pro,Round 1,"['7.00', '1.00', '3.70', '2.67', '0.43', '0.50', '0.83', '1.00', '1.20', '3.23', '0.93']"
2016,A. Melling,Oi Rio Pro,Round 1,"['2.07', '2.50', '7.10', '0.77', '4.40', '6.10', '8.13', '\xa0', '\xa0', '\xa0']"
2016,J. Flores,Oi Rio Pro,Round 1,"['3.33', '0.30', '4.33', '0.50', '4.60', '4.97', '7.30', '1.00', '2.53', '7.83']"
2016,J. Kerr,Oi Rio Pro,Round 1,"['0.50', '6.50', '3.13', '6.90', '3.43', '1.00', '7.87', '7.17', '0.50', '\xa0']"
2016,R. Callinan,Oi Rio Pro,Round 1,"['0.50', '2.50', '5.67', '1.83', '0.50', '1.17', '6.40', '7.60', '2.30', '0.27', '7.93']"
2016,W. Dantas,Oi Rio Pro,Round 1,"['6.67', '5.03', '4.57', '0.60', '6.77', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Andino,Oi Rio Pro,Round 1,"['5.00', '1.50', '0.77', '2.67', '1.13', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. Muniz,Oi Rio Pro,Round 1,"['4.17', '0.30', '7.00', '0.60', '0.27', '4.77', '1.40', '6.50']"
2016,A. Buchan,Oi Rio Pro,Round 1,"['0.50', '1.00', '1.10', '4.07', '6.00', '6.53', '5.93', '6.93']"
2016,S. Zietz,Oi Rio Pro,Round 1,"['1.00', '0.20', '2.43', '2.20', '7.10', '5.67', '0.43', '\xa0']"
2016,J. Florence,Oi Rio Pro,Round 1,"['5.50', '5.77', '0.23', '2.13', '5.27', '5.57', '1.00', '1.57']"
2016,C. Ibelli,Oi Rio Pro,Round 1,"['0.87', '6.77', '2.67', '0.63', '0.30', '2.27', '3.13', '4.07']"
2016,M. Banting,Oi Rio Pro,Round 1,"['0.50', '1.00', '2.27', '0.43', '0.57', '4.07', '1.00', '0.23']"
2016,A. de Souza,Oi Rio Pro,Round 2,"['6.33', '0.50', '5.50', '6.67', '0.30', '1.87', '0.67', '0.53', '2.60']"
2016,B. Lopes,Oi Rio Pro,Round 2,"['1.00', '3.83', '1.13', '0.93', '0.23', '0.27', '0.50', '\xa0', '\xa0']"
