Year,Name,Event,Round,Scores
2018,W. Carmichael,Billabong Pipe Masters,Round 3,"['2.17', '0.67', '0.50', '\xa0']"
2018,J. Duru,Billabong Pipe Masters,Round 3,"['3.27', '1.43', '0.90', '2.00', '2.40', '4.93']"
2018,M. Rodrigues,Billabong Pipe Masters,Round 3,"['1.13', '3.73', '\xa0', '\xa0', '\xa0', '\xa0']"
2018,K. Slater,Billabong Pipe Masters,Round 3,"['2.17', '0.43', '1.50', '3.60', '1.60', '6.93', '2.40', '0.50', '3.07', '8.67']"
2018,F. Toledo,Billabong Pipe Masters,Round 3,"['1.80', '3.67', '3.10', '3.07', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2018,J. Smith,Billabong Pipe Masters,Round 4,"['1.17', '3.00', '4.50', '2.43', '0.33', '7.00', '\xa0']"
2018,C. Coffin,Billabong Pipe Masters,Round 4,"['3.67', '5.33', '1.00', '4.10', '1.10', '\xa0', '\xa0']"
2018,R. Callinan,Billabong Pipe Masters,Round 4,"['0.57', '0.80', '1.83', '0.60', '1.37', '2.10', '5.83']"
2018,G. Medina,Billabong Pipe Masters,Round 4,"['8.57', '2.50', '6.93', '8.33', '1.30', '0.77']"
2018,S. Zietz,Billabong Pipe Masters,Round 4,"['0.93', '0.50', '0.87', '6.83', '1.17', '5.10']"
2018,M. Bourez,Billabong Pipe Masters,Round 4,"['2.00', '0.77', '1.33', '4.57', '\xa0', '\xa0']"
2018,Y. Dora,Billabong Pipe Masters,Round 4,"['7.33', '0.57', '7.77', '8.20', '6.13']"
2018,J. Wilson,Billabong Pipe Masters,Round 4,"['3.17', '4.17', '8.27', '2.60', '1.70']"
2018,J. Parkinson,Billabong Pipe Masters,Round 4,"['6.00', '0.37', '1.77', '\xa0', '\xa0']"
2018,J. Duru,Billabong Pipe Masters,Round 4,"['0.93', '0.83', '6.57', '1.17', '4.23', '1.10', '0.40', '4.00']"
2018,K. Slater,Billabong Pipe Masters,Round 4,"['1.50', '1.07', '1.57', '1.27', '6.83', '2.37', '0.50', '\xa0']"
2018,J. Mendes,Billabong Pipe Masters,Round 4,"['0.50', '0.73', '4.00', '3.00', '1.03', '\xa0', '\xa0', '\xa0']"
2018,J. Smith,Billabong Pipe Masters,Quarterfinals,"['5.93', '5.07', '0.20', '7.23', '\xa0']"
2018,S. Zietz,Billabong Pipe Masters,Quarterfinals,"['0.23', '5.50', '0.50', '1.43', '1.13']"
2018,G. Medina,Billabong Pipe Masters,Quarterfinals,"['1.33', '0.93', '9.43', '10.00', '4.93', '1.27', '0.73']"
2018,C. Coffin,Billabong Pipe Masters,Quarterfinals,"['6.83', '6.77', '7.43', '0.50', '5.10', '\xa0', '\xa0']"
2018,K. Slater,Billabong Pipe Masters,Quarterfinals,"['4.17', '0.73', '9.93', '5.60', '4.10']"
2018,Y. Dora,Billabong Pipe Masters,Quarterfinals,"['1.77', '6.50', '2.83', '3.67', '\xa0']"
2018,J. Wilson,Billabong Pipe Masters,Quarterfinals,"['7.00', '4.33', '0.50', '0.37', '6.50', '1.37', '0.50', '0.37', '3.10']"
2018,J. Duru,Billabong Pipe Masters,Quarterfinals,"['1.23', '1.47', '1.00', '8.60', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2018,G. Medina,Billabong Pipe Masters,Semifinals,"['7.17', '6.33', '9.10', '\xa0']"
2018,J. Smith,Billabong Pipe Masters,Semifinals,"['7.33', '8.50', '0.10', '7.27']"
2018,J. Wilson,Billabong Pipe Masters,Semifinals,"['1.23', '8.77', '2.77', '5.43', '0.50', '\xa0', '\xa0', '\xa0']"
2018,K. Slater,Billabong Pipe Masters,Semifinals,"['3.33', '0.20', '6.90', '1.80', '4.27', '0.17', '1.27', '1.80']"
2018,G. Medina,Billabong Pipe Masters,Finals,"['8.43', '6.17', '7.60', '8.77', '9.57', '6.10', '7.27', '1.17']"
2018,J. Wilson,Billabong Pipe Masters,Finals,"['3.17', '0.60', '7.93', '8.77', '0.57', '0.50', '\xa0', '\xa0']"
